vehicle_id,timestamp,latitude,longitude,speed,event_type,braking_event,collision_alert,lane_change
748 DQA,2024-07-01 17:28:32.269408,85.16767725292172,-70.33482753889051,35.88,braking,1,0,0
790 2XR,2024-03-30 14:02:46.199870,-77.77580098928355,-135.47615728796188,39.63,collision,0,1,0
EN3 8563,2024-03-07 16:10:44.777760,82.61873707873647,-71.35840431243635,117.92,normal,0,0,0
B35-HFV,2024-05-24 18:15:46.139052,-21.661773595498175,-87.86515893165576,34.4,normal,0,0,0
89-AA12,2024-07-04 00:47:31.283988,45.040682153749316,-110.85869264617632,27.99,collision,0,1,0
532 RIL,2024-02-24 07:56:16.341754,42.32789195220363,0.35193711280157913,118.2,normal,0,0,0
0P506,2024-07-08 05:31:22.769269,76.53818371272052,-146.4043604346826,74.17,braking,1,0,0
1QC 669,2023-10-25 22:06:47.147097,76.58681566056529,-38.88036610503613,25.37,normal,0,0,0
3UU3987,2024-06-28 02:04:43.440188,-71.32345676044366,-131.7952433363701,70.51,collision,0,1,0
QR-0272,2023-11-18 03:03:55.016510,59.82260981069905,157.70689185687053,12.65,braking,1,0,0
969-SOK,2024-06-10 13:35:53.017329,80.76565098753062,85.37032773900307,98.99,braking,1,0,0
WTL-503,2024-01-24 20:45:32.307652,-12.06863767188868,-116.67528096264564,5.35,normal,0,0,0
ZVS 099,2023-12-02 12:34:08.687385,63.03739317430754,-41.98272233794839,41.32,collision,0,1,0
0Y W7414,2024-03-30 07:59:53.094066,84.6970892820637,157.45749626719788,68.43,braking,1,0,0
C72 4FT,2024-04-06 22:20:22.205120,15.690444473006977,-132.25671926872263,48.92,collision,0,1,0
T93 8LV,2024-01-14 03:56:08.353690,-3.487121008918294,172.49168709972759,76.82,normal,0,0,0
GDA-3104,2024-04-12 13:24:12.956082,73.70416368919481,-41.69313462831434,108.01,lane_change,0,0,1
ZIP U89,2024-01-22 05:50:39.201446,-89.94379030136258,-144.9422707863441,83.52,normal,0,0,0
822-886,2024-04-10 23:08:42.862522,-20.02727904895022,108.68457568019335,76.0,collision,0,1,0
503-406,2023-10-30 06:18:36.079795,74.70441451752333,76.55277049610493,82.83,braking,1,0,0
1JA 484,2024-05-25 16:44:13.344950,-50.455573148909636,171.0109344967857,8.88,lane_change,0,0,1
288-QEX,2024-04-13 12:26:20.317034,-80.02518948884375,-31.445464428934827,85.22,lane_change,0,0,1
MBV-4526,2024-04-21 06:53:32.712636,-71.01251275489454,70.16980267236528,47.04,normal,0,0,0
589 RWW,2023-09-27 04:14:42.186586,-86.96792594355367,40.79296449204011,60.02,collision,0,1,0
387 VPX,2024-04-04 18:08:35.221142,-51.824671352801275,109.93902160094666,77.91,lane_change,0,0,1
ELD 039,2024-09-10 13:38:22.019892,-89.63707149838723,-129.86845824174452,110.15,normal,0,0,0
GUE 339,2023-11-12 21:40:18.994808,-86.6257526311449,139.59535226278524,57.01,braking,1,0,0
NSW-813,2023-11-18 22:14:47.300060,-86.97289380612864,-44.468224454173,39.27,lane_change,0,0,1
0PU Z88,2024-04-26 03:56:30.296937,-31.5557445953337,-170.92387056345433,45.44,braking,1,0,0
ENI-580,2024-06-11 03:11:50.910027,72.56722319772024,-148.33731146808145,79.51,lane_change,0,0,1
241 FED,2024-01-08 23:02:47.368910,4.543181517207344,-45.47240114110966,5.21,normal,0,0,0
285 HAH,2024-07-14 15:18:32.569629,19.709200590996872,167.73368451805948,63.48,braking,1,0,0
SDV 8166,2024-07-09 23:54:32.121504,-55.573921183657134,-131.31476066325897,116.25,lane_change,0,0,1
8O 53277,2024-07-07 20:47:57.880558,10.362063995217738,37.89391540689462,102.93,normal,0,0,0
HCA 058,2023-11-09 01:20:53.128264,25.071571165138167,34.46431367445294,52.6,lane_change,0,0,1
710 BKH,2024-02-22 11:51:55.483778,4.811268679478715,119.86514860473096,113.13,normal,0,0,0
ARB-485,2024-07-18 10:41:58.059817,-85.28693196295396,-99.94142746418031,3.37,lane_change,0,0,1
829-EXK,2024-04-19 08:32:21.052828,-60.77938608759645,120.99813088251227,26.61,collision,0,1,0
DL 82676,2024-01-30 16:03:24.894450,-45.28592738214301,-29.7405034202109,0.53,normal,0,0,0
HVC 132,2024-02-23 07:39:27.438868,-46.74605558931869,-173.5329472893384,55.3,braking,1,0,0
BAJ-025,2024-04-01 20:40:43.513475,-41.353057019041216,43.59388190289286,102.5,braking,1,0,0
CEC8403,2024-01-26 13:09:51.656610,88.58927972265096,-174.83375028975456,5.48,collision,0,1,0
FO-6554,2024-02-04 08:30:43.650103,83.4543158673971,-103.76448719296022,1.92,collision,0,1,0
536 9643,2023-11-19 07:21:00.277243,-12.73297176636079,61.70758846003241,101.2,normal,0,0,0
UQ7 Y4J,2024-09-11 07:38:55.548379,-2.3890132005055307,-49.790340472582784,75.74,normal,0,0,0
43G P82,2023-11-29 15:04:58.540969,-36.829769253350364,137.4749353554684,53.86,normal,0,0,0
XD7 4025,2024-02-11 18:48:36.310199,-47.392820708961096,-55.60778827377648,70.09,lane_change,0,0,1
9-N5213,2023-12-01 09:20:03.652189,46.8283184299346,178.1580008771537,81.76,braking,1,0,0
210NRB,2024-07-12 05:08:01.248773,-29.045581960160014,-1.7995148787743744,41.66,normal,0,0,0
9DA 076,2024-01-21 03:55:54.077591,38.9297569517814,-44.545053606434294,97.29,collision,0,1,0
163 2ZA,2024-08-02 16:51:29.729833,35.09068489221994,37.3467557972167,113.05,lane_change,0,0,1
6-87522E,2023-12-01 21:38:04.250722,-80.2487801099852,-160.04705707382897,28.09,lane_change,0,0,1
492502,2024-03-04 04:18:34.013427,4.915613081652253,50.037697730491686,83.68,collision,0,1,0
6-42657,2024-03-03 21:08:59.114150,32.61414439512073,-50.494451666667004,105.42,braking,1,0,0
V18-88K,2023-11-17 20:38:36.187865,88.63806091434267,-4.349741971447088,52.42,lane_change,0,0,1
659-WPO,2024-06-17 00:31:12.869349,-30.000369454800847,176.9928156367402,14.47,normal,0,0,0
65D•287,2024-08-19 21:37:06.240365,9.18102257810142,-162.05984572285755,38.81,braking,1,0,0
5U362,2024-06-04 08:58:35.144790,-13.86991416730207,126.7812199341198,48.07,lane_change,0,0,1
Q 327934,2024-06-10 19:21:59.206588,7.596168904216071,36.498044143614976,72.49,lane_change,0,0,1
201P5,2024-04-15 04:30:18.454665,-4.436313207291207,-52.56131636532979,77.87,collision,0,1,0
5GX X63,2024-02-29 03:45:41.871371,19.73942082828799,-8.951725556099689,108.1,lane_change,0,0,1
594FAY,2024-02-26 13:35:36.345987,57.11209193224005,-59.28623090183736,71.11,braking,1,0,0
696 PBN,2023-09-30 14:14:09.266337,55.01412719544672,81.79374041513654,76.53,collision,0,1,0
0EW54,2023-11-04 22:43:01.215081,-25.95747297456991,172.2667876347711,115.97,braking,1,0,0
A23-BFK,2024-07-14 04:48:04.307162,42.396332923361655,-119.76502747424959,89.22,normal,0,0,0
3HG 163,2024-03-01 22:01:28.701979,21.548059617797662,-0.5655701498411929,17.37,lane_change,0,0,1
SHG2053,2024-02-13 00:10:10.886537,4.96966559562911,-22.475256254101367,92.14,normal,0,0,0
43-G277,2024-08-10 09:39:34.762245,69.87171966248079,69.71013443100694,85.14,lane_change,0,0,1
104 MWR,2024-08-05 03:05:33.204643,-61.963484956833746,18.81084167261409,58.54,normal,0,0,0
1XC L14,2024-02-25 02:06:10.044152,35.147718070719904,-163.3803906770932,1.57,braking,1,0,0
002 OCS,2023-11-28 21:41:59.953359,-62.682678950006306,131.03529918281703,1.37,collision,0,1,0
2A304,2024-05-08 14:01:47.220519,-4.717722557905759,-21.88063121342239,13.19,braking,1,0,0
ZIP 474,2024-06-21 17:59:40.804944,1.346094523862007,158.01976482875006,75.28,normal,0,0,0
0KJ 410,2024-09-01 08:38:33.093123,34.57901106754683,132.18267915852357,76.94,braking,1,0,0
58-BV05,2024-07-01 20:04:06.762060,-59.43353255104441,165.15847268419748,102.47,braking,1,0,0
73-NM56,2024-08-05 18:35:18.651189,25.31929695966528,67.68300658888188,78.17,braking,1,0,0
0MJ 297,2024-05-19 01:41:18.924489,55.28320800948816,113.40248196593825,3.79,lane_change,0,0,1
J27 8JK,2024-02-13 02:25:56.106773,-21.685410069339582,155.51658108385942,23.6,normal,0,0,0
4TB 717,2024-08-23 05:28:21.824485,46.27597784526341,-98.20129175805808,21.54,lane_change,0,0,1
8E 2308V,2023-11-25 16:20:26.913215,-75.91743278891589,156.52957070730076,13.5,collision,0,1,0
BXU-0937,2024-04-05 09:43:35.423386,-10.481840648214643,-126.3972665444123,11.07,braking,1,0,0
PCM-023,2024-06-05 21:39:34.278074,22.922125993053896,-117.03019851551952,118.38,normal,0,0,0
NGS Z61,2024-05-28 17:59:53.415626,57.98462705140318,109.2191484586142,83.51,lane_change,0,0,1
9O 3425D,2023-11-06 18:49:40.786494,23.754386142326922,-70.88216921768651,79.41,collision,0,1,0
5-96648,2024-08-14 12:52:11.691176,85.34144921300336,-164.37068690406934,87.02,braking,1,0,0
OM 6024,2023-12-03 04:45:51.695129,24.657638174396354,-146.61989414927191,68.09,lane_change,0,0,1
ZJP 401,2024-03-30 19:05:55.498009,15.932831497363125,65.82437514694539,102.95,braking,1,0,0
YEP-1797,2024-02-05 15:09:26.301834,-77.95434665125858,-77.6133754265976,8.6,braking,1,0,0
747 QWG,2023-09-29 11:31:48.633265,-59.666537943021325,2.3612133150244006,104.01,lane_change,0,0,1
99N VW3,2024-08-01 21:47:19.766131,9.475247876764712,119.57846796320115,73.16,normal,0,0,0
817-ZVT,2024-08-17 00:32:40.009356,-86.947018597232,134.85770960557244,2.76,braking,1,0,0
3JE 563,2023-10-18 21:38:09.097687,82.63654115181541,78.62906562529548,18.29,normal,0,0,0
193 XJ1,2024-04-07 20:41:22.668052,32.191085717816364,-126.89809781015458,75.56,lane_change,0,0,1
KKS 288,2023-11-12 16:17:43.176800,17.640036062092264,179.16030747505704,75.4,collision,0,1,0
08-VD06,2024-07-25 03:58:50.964371,-49.18974005695756,-24.68919463237384,3.68,collision,0,1,0
578-UPL,2024-07-28 14:51:12.131129,23.571498540626024,-178.79876425328018,44.77,normal,0,0,0
NQQ-959,2024-07-10 06:53:14.247741,80.91436180492852,-2.7420535079085084,70.99,lane_change,0,0,1
919 KAQ,2024-05-19 17:43:04.880308,37.16656604988714,109.51953409804389,13.41,normal,0,0,0
ZFE-0001,2024-05-11 16:31:26.342951,-16.21680705605843,-168.3487998735385,93.92,lane_change,0,0,1
896 WEH,2024-03-26 22:09:59.267704,-54.61299913629414,-92.84915245918036,115.67,braking,1,0,0
9-R5877,2023-10-29 03:29:09.516984,-50.99073056921598,-19.024903062121183,1.45,normal,0,0,0
9EWC458,2024-02-29 10:22:33.346608,-34.4055254045036,-171.28920540679883,11.16,braking,1,0,0
WBN 771,2024-05-11 19:18:51.315035,-31.378304835854387,-111.49593459824337,67.59,collision,0,1,0
2483,2024-07-11 11:09:35.465751,-52.31930749685594,-32.931408770693594,19.53,lane_change,0,0,1
UR1 8853,2024-08-06 18:37:30.221211,25.49161517298262,95.24962309568878,83.78,normal,0,0,0
FCB 094,2024-05-16 19:47:32.878220,67.96517196442548,-6.1743982178526835,118.17,braking,1,0,0
WG 98184,2023-12-07 02:46:58.632540,9.072038639823674,29.325467395258926,12.34,lane_change,0,0,1
8-41091,2024-03-27 11:36:30.616469,73.88824391512932,-8.27134391284116,11.35,normal,0,0,0
69-E062,2023-12-13 16:47:38.782681,-74.68919825136993,-29.71229300510825,87.8,normal,0,0,0
726HBI,2024-05-29 23:41:59.929545,-33.61832213362849,-59.25103445672667,80.01,braking,1,0,0
RFQ-958,2024-07-28 10:19:42.896258,53.2394806891954,91.44735137843537,16.41,lane_change,0,0,1
768 OJJ,2023-12-29 00:14:06.131122,9.684665661441798,90.33771894723571,85.49,collision,0,1,0
952-EQB,2024-04-18 23:08:36.832579,-57.30742404061685,-90.20451372473106,46.83,lane_change,0,0,1
YDZ 3422,2024-07-23 11:07:45.374798,-35.4301585573544,15.259894094779952,104.34,collision,0,1,0
33JH311,2023-11-10 09:12:50.771407,-63.69143374127758,-35.552671755072936,70.46,braking,1,0,0
7HMH 90,2024-06-28 19:45:40.370248,54.98720113064843,15.795468557047883,7.05,normal,0,0,0
KBI 462,2023-12-09 10:55:25.220824,40.90602021125423,-50.66697203335045,94.84,collision,0,1,0
OFU-1569,2023-11-18 23:53:36.246780,-62.91822472684821,-115.44387757097662,49.14,normal,0,0,0
006-TIC,2024-08-09 02:05:56.683355,-66.93400442456817,26.470495865386454,9.52,braking,1,0,0
53-ZM12,2024-03-20 11:06:36.847930,-37.772020483088454,-58.91484806508211,47.69,lane_change,0,0,1
432 3DN,2024-06-24 19:34:56.581195,-87.4511781315703,-100.30603774814878,81.57,normal,0,0,0
BZT-3377,2024-01-09 05:55:13.886275,-57.88782179332004,-177.81807651733484,52.45,normal,0,0,0
YGJ1677,2024-01-19 15:57:41.393664,-30.323131180640864,150.98883138186727,72.62,lane_change,0,0,1
4T N4172,2023-11-10 23:53:10.845142,-85.02916533411468,119.73883635441712,115.78,collision,0,1,0
NFY-5510,2023-09-16 12:54:35.311802,59.89813994081672,44.95669489530911,4.52,normal,0,0,0
02KK2,2024-04-18 04:46:29.484231,-0.5990722582953794,179.0485569947292,66.25,collision,0,1,0
CBR 173,2024-04-15 22:58:08.449881,25.624359878694634,161.5154237694698,37.39,lane_change,0,0,1
7XAT935,2024-03-27 17:02:11.816733,28.95952017091929,-13.67839319781993,21.31,braking,1,0,0
MLH-2416,2024-08-15 07:59:13.407767,-53.89722612305229,-107.48292786527695,60.98,lane_change,0,0,1
476RX,2024-05-17 21:01:43.542665,12.68991730854961,63.17883389822677,111.6,normal,0,0,0
416914,2023-12-18 13:26:34.649437,46.664819803655575,60.80197302469634,87.43,collision,0,1,0
7-6392A,2023-11-10 19:37:17.253163,-44.28183316936327,112.41462063046424,83.2,collision,0,1,0
4L536,2023-11-16 19:19:54.516882,-2.834397770084408,-68.24428798839985,12.85,braking,1,0,0
YPJ-763,2023-11-17 13:46:47.605111,11.519019894889581,56.140114323985586,101.66,lane_change,0,0,1
386 XXB,2024-03-13 16:56:28.742358,-30.481063973909954,49.836158530617666,0.4,lane_change,0,0,1
1-58738,2023-11-14 00:29:11.606513,30.042538563698628,159.82554117441867,80.32,normal,0,0,0
PQH1163,2024-01-19 21:27:46.220929,-49.947134608918944,137.3723738633372,80.52,braking,1,0,0
OW-3116,2024-07-16 08:30:06.303166,-26.720102130150885,-104.01225234951958,65.77,collision,0,1,0
260 ZTH,2024-01-30 01:10:54.035969,-19.022137687610083,-148.75105127910317,51.32,lane_change,0,0,1
998 5265,2023-12-23 15:15:42.330941,54.96529979727745,41.994047529542144,43.04,normal,0,0,0
53-H178,2023-10-16 03:01:46.379500,51.84018992819557,-27.92355515432834,81.79,braking,1,0,0
996644,2024-02-03 16:48:26.925236,-13.671240300166616,148.68857447964257,117.46,normal,0,0,0
PTQ 577,2024-02-23 16:33:42.845767,-13.811395038846143,85.77373500493917,64.1,collision,0,1,0
046NJ,2023-09-17 01:53:34.925389,19.594480749311742,8.199068330074482,104.93,normal,0,0,0
D 797620,2024-08-27 09:16:49.988674,80.00613710579546,-178.80464614162184,23.77,lane_change,0,0,1
826-XGN,2023-10-01 08:28:20.191570,-17.379393412642543,-119.08266572998825,108.84,normal,0,0,0
71L E63,2024-02-27 21:11:15.285296,5.83773423369027,132.5936403839761,3.36,braking,1,0,0
247 PMQ,2023-10-17 01:35:34.379281,-32.61362960468825,101.97662610470519,96.27,braking,1,0,0
VW1 D2F,2024-03-27 21:03:12.859355,40.88491367478673,152.7506507201527,100.12,normal,0,0,0
44E WO8,2024-05-10 17:14:26.664223,20.45185174724216,-43.465004026342996,105.04,collision,0,1,0
432 2962,2024-01-16 12:20:47.692340,27.807369536744076,-128.7721679906298,119.65,braking,1,0,0
4UQ4435,2023-10-24 07:20:11.010885,-86.65662375767319,-18.22322591257145,11.42,normal,0,0,0
HUN 486,2023-10-28 02:37:37.958816,16.64533408991737,133.64292700662207,35.48,lane_change,0,0,1
194 AV7,2024-04-11 16:50:22.276159,29.752047146614146,77.0076055272308,16.45,collision,0,1,0
3115 VH,2024-09-04 03:53:49.731772,-70.85177147488459,62.3232742728118,44.15,lane_change,0,0,1
9I C3565,2024-06-28 09:53:20.369954,-14.413676209204723,-141.80910338820075,108.18,normal,0,0,0
9244,2024-01-23 01:50:43.202139,-88.12142759336584,145.72932021999952,15.5,normal,0,0,0
3U 7567Y,2024-01-20 17:35:59.293987,26.77727965201055,-122.95801536057142,50.78,lane_change,0,0,1
06F 4626,2024-05-26 15:45:48.127275,-4.55686577457476,-60.381118679593314,95.73,normal,0,0,0
PX-0572,2023-11-10 08:24:28.355177,57.38686916851847,-75.29652294666289,33.83,lane_change,0,0,1
114W,2024-08-19 09:27:04.822964,-75.8154481291371,-18.80381371227429,12.83,braking,1,0,0
WIH 2370,2024-01-25 22:41:09.731994,65.82977518096044,-141.22813219703087,70.25,collision,0,1,0
19N C95,2024-07-06 19:22:42.612308,21.67043640807526,-58.583189554771295,47.8,braking,1,0,0
F52-13O,2023-12-09 09:24:25.148396,-67.05188565111598,116.85896066749547,92.77,lane_change,0,0,1
2-66356,2023-10-14 06:40:33.631033,-47.51144383585551,47.78713302988686,117.9,lane_change,0,0,1
382G,2024-05-27 08:33:18.611717,-75.08488262000489,-107.06538585418593,61.92,collision,0,1,0
40Y EE5,2024-01-10 06:06:35.383239,-72.08099549635517,47.60561782220887,12.34,braking,1,0,0
586O0,2023-10-10 00:07:17.574135,29.255931496183194,-47.2670397018463,103.68,normal,0,0,0
5JS Z64,2024-07-17 10:57:32.532977,63.5599387554748,-77.10811965588351,103.89,collision,0,1,0
91SY6,2024-05-30 18:52:25.017828,43.088751608524035,-148.73914611031026,49.99,lane_change,0,0,1
C14 1ON,2024-03-10 14:02:28.388140,47.27385926081709,15.901593643316545,23.23,lane_change,0,0,1
GJZ 910,2023-10-27 07:45:18.664656,36.69851465205326,-124.80900641237034,18.3,normal,0,0,0
4K151,2024-02-15 02:12:08.248992,24.53418570685301,-98.90347435007395,36.11,braking,1,0,0
3Z J5274,2024-02-05 12:33:59.974468,19.14173404766005,142.8409644112491,49.17,lane_change,0,0,1
581-457,2023-12-04 13:08:49.545883,0.18663643953608755,3.7798020316845964,106.43,lane_change,0,0,1
8824 BT,2023-12-27 14:58:04.963255,84.34468072998041,-134.12547066994392,38.91,collision,0,1,0
KWT 696,2024-02-16 03:12:30.474442,76.99444019156374,-71.08682102587963,65.34,braking,1,0,0
HFM 558,2024-01-15 03:49:10.285174,53.68216784101426,130.707534039532,50.19,collision,0,1,0
37-CG06,2024-07-18 07:38:05.858274,47.59515725884111,13.401283920213643,99.81,braking,1,0,0
536DCO,2023-10-02 04:51:15.270514,-84.34367845177292,82.89108796918191,15.44,lane_change,0,0,1
6SW1833,2024-09-11 02:16:47.583830,-85.19398157015254,-86.69682231889487,62.19,lane_change,0,0,1
SPD 489,2024-05-21 04:14:20.266853,-38.76710023137106,-125.80786060058188,0.15,lane_change,0,0,1
9113,2024-06-27 08:32:50.089072,-21.493499526041603,-168.87181976081783,42.04,normal,0,0,0
805 CFM,2023-12-21 08:08:07.077288,-36.45275288198022,-42.82047191020382,62.06,normal,0,0,0
107 DUI,2023-10-21 23:35:28.369453,0.3044903395872893,-48.64800950793085,100.32,braking,1,0,0
ZXU 006,2024-07-03 09:45:19.004732,-48.283661963926875,-126.65879045122834,0.87,braking,1,0,0
82T OS9,2023-12-14 04:41:03.248155,65.41851169157906,62.02062070237352,8.41,collision,0,1,0
326AJY,2023-12-15 20:24:50.778082,38.8483579661565,-177.97606273842078,13.19,lane_change,0,0,1
29X I83,2024-07-24 20:52:26.866668,-40.73917000183707,66.10641037892327,35.75,braking,1,0,0
0NE7937,2023-12-18 09:41:20.406503,-1.7570517213447232,-143.76336925012018,100.58,braking,1,0,0
Z 063390,2023-12-03 00:53:47.783933,-53.73424270600314,-23.24950669895614,72.7,collision,0,1,0
DLA-2253,2023-12-27 05:31:28.312542,13.890828289064103,15.219351994411284,79.39,normal,0,0,0
242-SIP,2024-06-01 14:39:44.510217,-89.29938060813873,-108.9816168866025,66.75,lane_change,0,0,1
7Y F8813,2024-03-02 17:32:17.407197,-80.39759706892474,37.736812035622194,37.75,normal,0,0,0
8U GQ289,2024-08-26 05:27:04.132767,71.16379526242034,28.446658963850467,11.01,collision,0,1,0
AYH 697,2024-09-09 10:30:09.008682,27.568418532171393,-127.34391528459487,15.36,collision,0,1,0
QQF5969,2024-07-12 19:50:18.708391,61.66105749989481,92.11091289508659,48.72,braking,1,0,0
40QZ641,2023-10-06 11:59:23.724125,-23.28327982704539,-74.33103738262854,106.42,collision,0,1,0
3-75637X,2023-09-21 04:22:20.293958,-21.72105232531227,138.37563302551558,88.7,braking,1,0,0
70-DU83,2023-10-17 14:13:03.696300,58.349155224389506,164.67602330384125,58.73,normal,0,0,0
C10 5HQ,2024-09-07 15:54:49.402252,-75.00833275754063,121.4757307167713,102.24,lane_change,0,0,1
RDQ8010,2024-07-17 09:37:27.723195,89.47672503960081,-27.38626321314024,118.73,lane_change,0,0,1
948-KML,2023-10-30 03:56:40.238226,-31.963831932264064,68.37637040951441,109.45,normal,0,0,0
2NW1618,2024-08-06 18:54:20.081160,8.668991999852437,158.36261076852236,64.45,normal,0,0,0
845-WFL,2024-03-28 19:57:19.383636,-52.274349743545315,46.51596226107847,86.7,braking,1,0,0
12-9606V,2024-08-19 03:17:05.182785,75.7743474375659,6.957669944250995,51.25,normal,0,0,0
LUX 197,2024-06-12 18:07:06.906836,-6.6937757918331755,-124.00709999452494,43.58,collision,0,1,0
0K W8316,2023-10-22 04:03:13.558308,50.63637904626944,-81.90400102670496,62.57,braking,1,0,0
37X 652,2023-11-30 13:39:22.203525,75.553337317514,-10.714258675629708,59.54,braking,1,0,0
4M X7957,2024-08-26 08:40:56.166453,-24.249839423003294,-127.61419802801032,47.41,normal,0,0,0
311-ZML,2024-05-18 19:52:51.213678,47.3459388886987,-55.2130173431315,101.55,collision,0,1,0
ZJO 074,2024-09-09 11:38:58.416626,-27.62860711512989,-167.43450244400245,94.65,normal,0,0,0
7-Q4959,2024-02-04 00:09:01.527341,-43.910632761931765,22.915523110494092,74.14,lane_change,0,0,1
167PCK,2023-11-23 02:03:54.607867,28.256239447710044,-56.64731018313515,1.27,collision,0,1,0
HRP 009,2024-02-13 02:39:38.213123,89.60510213597328,120.8075706743046,43.32,braking,1,0,0
158-ROJ,2024-06-24 05:45:30.085576,26.64486670936938,48.31055749757138,45.01,normal,0,0,0
MM 5276,2024-02-08 01:28:27.828073,-40.61706529085137,96.55306761910055,37.63,collision,0,1,0
30N M08,2024-04-09 10:19:41.147109,-53.65302483467779,-139.46150990705013,80.12,lane_change,0,0,1
GDU-1286,2024-05-06 04:20:21.411516,-11.925791329621177,141.27152539592714,55.9,lane_change,0,0,1
33FH829,2024-09-10 11:32:04.454313,45.12945470956811,-172.72406781857342,65.37,braking,1,0,0
32JG142,2024-08-12 12:35:37.298020,-5.042108246433941,-31.412956248035783,118.74,normal,0,0,0
Z35-81H,2024-01-08 09:57:48.258037,-72.33564225454359,-46.10176998456396,79.23,braking,1,0,0
RJK 3421,2024-01-23 06:27:38.998421,54.477042271252856,49.037830016110064,37.43,lane_change,0,0,1
265-CGX,2024-04-01 05:25:44.124081,32.19737372747409,16.817615946334314,57.93,normal,0,0,0
65Q•380,2024-04-14 09:25:40.886004,-86.60860443123462,34.38364520683422,24.59,lane_change,0,0,1
4CB3639,2024-03-13 08:27:31.918840,26.185948067332063,-177.36536020997593,93.9,lane_change,0,0,1
XJT 3992,2024-07-17 20:26:50.927416,-50.60491195331657,-174.8352200923257,99.11,collision,0,1,0
734Z4,2024-01-04 19:05:11.776746,-13.481854057284465,121.31819574940317,51.46,braking,1,0,0
DLP 679,2024-03-16 08:56:19.509347,23.75019904760653,-90.13965833601125,98.76,collision,0,1,0
HZA 194,2024-07-22 07:41:36.133382,22.96144864609927,-8.631018763736193,4.59,collision,0,1,0
39-5156Q,2024-01-07 02:48:33.446721,-46.20625544582136,-68.65154197685962,79.71,lane_change,0,0,1
5PQ44,2024-01-17 19:29:43.148447,50.64721599417604,-14.436220506408375,33.75,braking,1,0,0
9-M0782,2024-03-08 07:21:12.074898,86.40511655462944,-88.53314192552075,29.25,normal,0,0,0
QPD-034,2024-06-24 12:54:42.854337,-84.63278300851803,151.156641979322,102.36,normal,0,0,0
056O2,2024-02-23 18:04:36.458377,-82.14599724045827,-60.08349375319395,19.05,normal,0,0,0
1OU9790,2024-04-04 17:18:32.838176,13.694922421386053,12.279156334009372,46.23,normal,0,0,0
14-7662U,2024-02-20 20:10:50.463007,-60.48909675518698,-86.15669057559879,5.9,braking,1,0,0
050 KWT,2024-05-27 18:21:35.170476,-58.00499628183269,-174.2946697644279,40.72,braking,1,0,0
LYE-956,2024-04-13 21:53:43.502160,-75.64700431439556,175.23466875831315,52.67,normal,0,0,0
MWW 823,2024-06-15 12:49:02.129221,49.38968025549153,6.16000475687855,47.96,lane_change,0,0,1
762 0906,2024-02-22 22:07:57.444419,56.08786993437863,-73.10508840026614,113.84,collision,0,1,0
PWM P08,2023-10-10 08:38:54.218593,-79.56673131834636,-121.30364576590159,43.68,braking,1,0,0
250-OFS,2023-11-30 08:48:51.241423,-19.19141035775344,-6.153884412788216,10.34,braking,1,0,0
MXR 451,2024-05-12 15:23:57.596157,62.163632099813725,10.951044847178053,2.55,normal,0,0,0
1P T9880,2023-12-31 19:27:00.400180,21.164832922722994,-113.42494153318448,21.58,lane_change,0,0,1
AXR 162,2023-12-07 23:43:58.160599,-47.697332815068584,-73.66989658537291,55.35,braking,1,0,0
401 ELD,2024-01-30 16:42:38.717554,69.37705796183363,140.23292491501581,37.74,collision,0,1,0
Y07-CJN,2024-01-06 08:32:14.122949,-89.79259561309668,-121.49428354889905,50.37,braking,1,0,0
LKH 079,2024-07-06 13:33:33.861899,6.451931396102438,-51.97368135317623,55.16,braking,1,0,0
6G B9171,2023-12-01 18:57:21.364125,-37.21285120678997,29.414773326625493,49.73,braking,1,0,0
78M 4797,2024-07-30 16:36:05.922728,-76.08453962633826,-107.18090561555243,39.87,collision,0,1,0
XE1 W4G,2024-06-12 05:01:17.277864,-4.707007038168271,-64.88912931190762,21.08,lane_change,0,0,1
5AY 608,2024-04-25 03:53:56.582612,53.769028716971775,6.521542617450734,56.36,collision,0,1,0
RJP 252,2023-11-09 06:28:51.534953,-62.28884397182,146.1096109050182,104.53,collision,0,1,0
WOL-837,2024-03-25 11:52:41.899840,-9.98129372461787,14.23239063266817,118.94,collision,0,1,0
094 NRX,2023-11-18 18:10:54.736970,59.3693115678326,-59.50715432697076,60.45,lane_change,0,0,1
135 AOD,2024-08-24 02:31:59.501224,74.639851800726,-73.54073974531013,28.85,normal,0,0,0
90W T33,2024-02-18 18:56:00.127572,-85.43204486742825,-81.9022159687239,36.86,normal,0,0,0
870CDF,2023-09-26 17:57:01.390606,-62.252038574491834,147.12189890951657,79.35,braking,1,0,0
293 JUZ,2023-11-20 17:13:34.864745,74.31024107328338,-23.848971416704472,33.65,braking,1,0,0
TS 5316,2024-07-03 00:36:59.880217,-63.355501971378686,27.42331123353881,102.49,braking,1,0,0
085-EUQG,2024-03-14 01:11:52.536247,-80.0119122076041,-112.57178303289295,62.67,lane_change,0,0,1
27D J46,2024-02-06 20:05:10.819746,19.997932298382963,-168.07029975066263,13.89,collision,0,1,0
992-WWE,2024-06-08 10:01:08.031474,7.3880142857330355,-105.90030901173917,92.4,normal,0,0,0
997-ALR,2023-11-30 08:43:19.184270,13.787602784269978,75.5532904377238,114.9,lane_change,0,0,1
